ALA 0.03
ARG 0.8
ASN 0.062
ASP 1.83
CYS 0.0
GLN -0.61
GLU 1.7100000000000002
GLY 0.0
HIS -0.42999999999999994
ILE 0.08
LEU -0.6
LYS 0.73
MET -0.34
PHE -1.79
PRO 0.95
SER 0.8200000000000001
THR 0.76
TRP -4.2299999999999995
TYR -0.2
VAL 0.78
BACKBONE -1.6300000000000001
