1.546739 0.011010
1.546739 0.011010
1.561342 0.010252
1.470258 0.015606
1.498157 0.011919
1.458883 0.012239
1.489384 0.011894
1.475493 0.014034
1.480396 0.014368
1.476152 0.014792
1.386146 0.026773
1.388866 0.023619
1.345009 0.033202
1.307305 0.046122
1.330941 0.028636
1.343493 0.032079
1.312602 0.033268
1.305667 0.026254
1.276750 0.032893
1.302833 0.025481
1.250215 0.042339
1.249136 0.034755
1.181945 0.048991
1.117717 0.064195
1.151903 0.084294
1.185084 0.045130
1.180878 0.032230
1.129182 0.052729
1.132966 0.047213
1.122700 0.036937
1.080340 0.040771
1.011062 0.047021
0.961333 0.068400
0.975652 0.055934
1.081612 0.037102
1.032730 0.056451
1.012627 0.063442
1.083370 0.050999
1.082970 0.060366
1.133297 0.041486
1.152291 0.051279
1.216646 0.036700
1.129879 0.062342
1.190117 0.023056
1.150653 0.028220
1.083541 0.042311
0.999089 0.042043
0.958976 0.069426
0.986569 0.076589
1.042428 0.070843
1.091023 0.087599
1.105379 0.088426
1.117151 0.097288
1.140504 0.085337
1.186344 0.118214
1.123282 0.082808
1.126482 0.086492
1.088975 0.064781
1.073668 0.054491
1.073789 0.067001
1.075331 0.089959
1.137212 0.069632
1.078231 0.096296
1.124935 0.084354
1.179468 0.076763
1.175327 0.059169
1.073388 0.077538
1.049291 0.066581
1.076076 0.074755
1.079097 0.110738
1.029518 0.096392
0.904348 0.113372
0.869350 0.107297
0.877859 0.073764
0.915618 0.094124
0.867537 0.126922
0.944517 0.141472
0.935391 0.147019
0.989374 0.183275
0.990312 0.143004
0.945303 0.128816
0.930682 0.102566
0.944658 0.133342
0.930685 0.149929
0.913378 0.202891
0.966821 0.116399
0.977243 0.130459
1.026437 0.110178
0.968898 0.141970
0.994522 0.136056
0.969485 0.161459
0.917022 0.168249
0.890196 0.110014
0.908484 0.101426
0.923879 0.136522
0.960730 0.130747
0.978320 0.124658
0.966691 0.155983
0.948737 0.164554
0.966761 0.160806
0.936681 0.184502
0.868919 0.194405
0.840333 0.311599
0.816888 0.519704
0.830288 0.658131
0.797043 0.389536
0.788303 0.589551
0.783728 0.370371
0.787354 0.347415
0.761004 0.412870
0.771179 0.572197
0.790419 0.480470
0.796720 0.419335
0.771686 0.400569
0.796715 0.626043
0.829922 0.488604
0.791828 0.505030
0.811734 0.467288
0.731291 0.350133
0.758089 0.408715
0.741926 0.356919
0.759012 0.431586
0.721882 0.371192
0.786790 0.256842
0.832731 0.306862
0.834026 0.291758
0.822192 0.457117
0.829020 0.480301
0.823378 0.434720
0.774313 0.427681
0.786652 0.581376
0.781321 0.552499
0.717013 0.466580
0.680922 0.526421
0.734730 0.573105
0.756118 0.575130
0.788654 0.622423
0.780691 0.608604
0.772298 0.332686
0.827511 0.447199
0.778051 0.344748
0.714784 0.485095
0.706378 0.613469
0.732633 0.446288
0.767129 0.443022
0.717100 0.437225
0.705699 0.476982
0.734982 0.853316
0.741227 1.361630
0.708485 1.305765
0.771948 1.087128
0.776849 1.457811
0.795820 1.213354
0.856597 1.096682
0.771047 0.494696
0.836619 0.298665
0.843838 0.461662
0.826565 0.404332
0.826813 0.686147
0.793391 1.078372
0.786449 1.201081
0.763027 1.153403
0.735425 1.336634
0.740825 0.888100
0.697674 1.170557
0.700618 1.281116
0.688771 1.380046
0.653648 1.506007
0.695050 1.573406
0.719610 1.585197
0.745872 1.129781
0.732563 1.441886
0.780687 1.355225
0.772796 1.059067
0.680245 1.215749
0.686035 1.240577
0.638093 1.304948
0.655265 1.365598
0.641137 1.009739
0.642563 1.430514
0.694661 0.648414
0.673569 0.491408
0.664153 0.802788
0.655742 0.757797
0.685631 1.290347
0.671635 1.379082
0.672407 1.290040
0.682920 1.324321
0.688926 1.023449
0.679688 1.519709
0.678702 0.920367
0.688011 1.379937
0.636907 1.013922
0.665883 1.310012
0.645470 0.810136
0.668152 0.770589
0.655371 1.405204
0.701606 1.332921
0.695221 1.138569
0.648140 1.298395
0.656804 1.327414
0.672047 1.232602
0.671651 0.947368
0.660569 1.497011
0.664130 1.309522
0.679988 0.976470
0.657643 1.243566
0.664367 0.875746
0.643950 1.106886
0.661559 1.002866
0.649819 1.060500
0.644330 0.700387
0.663308 1.070418
0.654965 0.996847
0.650879 1.183552
0.659566 0.994605
0.658377 1.257639
0.653106 0.944880
0.635295 1.341350
0.660346 1.131534
0.658485 1.265016
0.654110 1.465416
0.651590 0.992707
0.664447 0.952715
0.657975 1.027841
0.689514 1.445467
0.660124 0.735764
0.655267 1.486241
0.648171 1.485836
0.647432 1.173268
0.658441 1.258975
0.656378 1.305276
0.643324 1.411793
0.650694 1.360583
0.627626 1.233654
0.623639 0.848279
0.608047 0.914571
0.617325 0.887392
0.618414 1.252436
0.625619 0.969108
0.635141 1.169636
0.635886 1.196329
0.640129 0.937305
0.618692 0.962230
0.646621 1.220305
0.638163 0.854989
0.636052 0.613702
0.646899 0.664139
0.658522 1.039451
0.619713 0.831834
0.618533 0.872005
0.624265 1.248707
0.634602 0.634429
0.650533 1.174757
0.651778 0.963330
0.658858 0.759672
0.641870 0.838776
0.648405 1.159081
0.630179 1.265125
0.628783 1.375937
0.655130 1.256195
0.623629 0.901784
0.644074 1.377153
0.628054 1.165068
0.622557 1.023425
0.644688 1.246736
0.649533 0.798593
0.619586 1.263173
0.636278 1.457837
0.625101 1.050528
0.621786 1.320196
0.634592 0.849996
0.699134 0.548119
0.650653 1.211697
0.631739 1.318636
0.655525 1.265842
0.639148 1.304763
0.659561 1.237946
0.647033 1.353366
0.650748 1.225194
0.693142 0.678356
0.660016 0.769769
0.651206 1.277677
0.651744 1.128676
0.678880 0.900389
0.651018 0.950131
0.648710 0.460353
0.666893 0.769322
0.654701 1.055583
0.676246 1.145531
0.644449 1.058171
0.652798 1.246633
0.662987 1.253694
0.663320 0.895261
0.655604 1.369794
0.668639 0.619381
0.655445 1.408462
0.654201 0.950733
0.649077 1.384984
0.658243 1.315411
0.667276 1.296481
0.668434 1.406010
0.650674 1.373550
0.667450 1.206201
0.655877 1.245903
0.674124 1.192048
0.662467 1.277632
0.670295 1.323241
0.654256 1.386592
0.671411 1.324672
0.663858 1.322698
0.656186 1.385514
0.665555 1.393499
0.662921 1.365884
0.658890 1.265605
0.662037 1.161358
0.655076 1.296991
0.664387 1.338097
0.645471 1.276031
0.706382 0.388587
0.661866 1.339733
0.668040 1.373703
0.639845 1.137278
0.630138 1.149463
0.616381 0.730485
0.620438 0.662395
0.626612 0.556929
0.636285 1.225628
0.668498 0.717798
0.635700 0.801554
0.624137 0.632968
0.631416 0.327524
0.637098 0.934042
0.631663 0.893017
0.633112 0.746364
0.640653 0.877537
0.630021 0.617710
0.624840 0.511583
0.618670 0.654771
0.641433 0.739775
0.641896 1.206387
0.627623 1.193328
0.673363 0.761786
0.678838 1.258302
0.644962 0.724333
0.663373 1.068155
0.657541 1.371226
0.649649 1.313097
0.643314 0.856840
0.650307 1.469200
0.629745 1.346457
0.655601 0.852161
0.672070 1.135647
0.667659 1.025250
0.662986 0.668667
0.666858 0.877927
0.687086 0.750764
0.688040 0.544777
0.664938 0.567480
0.635720 1.424612
0.625002 1.158711
0.640644 1.159492
0.629367 1.343403
0.610514 1.323984
0.646967 1.230489
0.611505 1.392125
0.629714 1.335994
0.663509 1.311748
0.690347 1.328511
0.647424 0.885421
0.667953 0.770569
0.686589 0.524859
0.687488 0.951088
0.707875 1.280234
0.724908 0.885627
0.691617 1.311416
0.674888 1.255246
0.666495 1.256004
0.674565 1.279633
0.684157 1.430841
0.689406 1.315140
0.685124 1.332537
0.700409 0.569043
0.682507 0.763712
0.685810 1.094720
0.672800 0.754814
0.685665 1.042089
0.681656 0.679485
0.689631 1.273103
0.688349 0.774045
0.703020 1.197981
0.687357 0.672643
0.670764 1.185432
0.686392 1.009305
0.678233 1.339423
0.682338 1.352750
0.706862 1.205910
0.680026 0.607197
0.684467 1.323964
0.692247 1.324486
0.705853 0.554529
0.697999 0.920628
0.691113 0.930599
0.682361 0.965494
0.679060 0.449957
0.650755 0.767205
0.683200 0.581288
0.666909 1.386446
0.679800 0.578865
0.673820 0.654825
0.683050 1.094890
0.703895 1.035703
0.682354 0.706350
0.685052 1.253041
0.699063 1.122481
0.709525 0.388499
0.703122 1.305565
0.685854 1.401802
0.686281 1.324710
0.687584 0.773927
0.700515 0.668276
0.666419 0.882147
0.659348 0.984884
0.657562 0.644843
0.658183 0.904365
0.640292 0.822597
0.674846 1.244197
0.691675 1.133696
0.691577 0.689412
0.687622 1.178488
0.702524 0.738764
0.699224 1.247047
0.673723 1.342139
0.696291 0.735681
0.673424 1.333439
0.709628 0.572328
0.687410 0.769593
0.682334 1.255336
0.686939 1.286534
0.678411 1.354263
0.665581 0.992349
0.667895 1.074394
0.670679 0.953666
0.667271 0.930852
0.660724 1.174537
0.651383 1.063419
0.684641 1.310415
0.667676 1.357734
0.709994 1.253767
0.667994 1.272910
0.680593 1.237134
0.679389 1.301427
0.693780 1.244346
0.702181 0.958849
0.701434 1.251296
0.676297 1.244060
0.706130 1.279210
0.704568 1.290250
0.705847 0.517376
0.688542 1.248311
0.699004 1.217379
0.680298 1.338886
0.709572 1.214646
0.683014 1.074654
0.684321 1.250207
0.691776 1.161672
