0.619 0.15 0.0
0.619 0.44999999999999996 0.0
0.619 0.75 0.0
0.619 1.05 0.0
0.619 1.3499999999999999 0.0
0.619 1.65 0.0
0.619 1.95 3.0
0.619 2.25 0.0
0.619 2.55 3.0
0.619 2.85 4.0
0.619 3.15 6.0
0.619 3.4499999999999997 19.0
0.619 3.75 10.0
0.619 4.05 15.0
0.619 4.35 12.0
0.619 4.6499999999999995 1.0
0.619 4.95 0.0
0.619 5.25 0.0
0.619 5.55 0.0
0.619 5.85 0.0
0.619 6.1499999999999995 0.0
0.619 6.45 0.0
0.619 6.75 0.0
0.619 7.05 0.0
0.619 7.35 0.0
0.619 7.6499999999999995 0.0
0.619 7.949999999999999 0.0
0.619 8.25 0.0
0.619 8.549999999999999 0.0
0.619 8.85 0.0
0.619 9.15 0.0
0.619 9.45 0.0
0.619 9.75 0.0
0.619 10.049999999999999 0.0
0.619 10.35 0.0
0.619 10.65 0.0
0.619 10.95 0.0
0.619 11.25 0.0
0.619 11.549999999999999 0.0
0.619 11.85 0.0
0.619 12.15 0.0
0.619 12.45 0.0
0.619 12.75 0.0
0.619 13.049999999999999 0.0
0.619 13.35 0.0
0.619 13.65 0.0
0.619 13.95 0.0
0.619 14.25 0.0
0.619 14.549999999999999 0.0
0.619 14.85 0.0

0.657 0.15 0.0
0.657 0.44999999999999996 0.0
0.657 0.75 0.0
0.657 1.05 1.0
0.657 1.3499999999999999 4.0
0.657 1.65 11.0
0.657 1.95 16.0
0.657 2.25 18.0
0.657 2.55 14.0
0.657 2.85 16.0
0.657 3.15 31.0
0.657 3.4499999999999997 97.0
0.657 3.75 29.0
0.657 4.05 31.0
0.657 4.35 15.0
0.657 4.6499999999999995 7.0
0.657 4.95 5.0
0.657 5.25 6.0
0.657 5.55 1.0
0.657 5.85 1.0
0.657 6.1499999999999995 0.0
0.657 6.45 0.0
0.657 6.75 0.0
0.657 7.05 0.0
0.657 7.35 0.0
0.657 7.6499999999999995 0.0
0.657 7.949999999999999 0.0
0.657 8.25 0.0
0.657 8.549999999999999 0.0
0.657 8.85 0.0
0.657 9.15 0.0
0.657 9.45 0.0
0.657 9.75 0.0
0.657 10.049999999999999 0.0
0.657 10.35 0.0
0.657 10.65 0.0
0.657 10.95 0.0
0.657 11.25 0.0
0.657 11.549999999999999 0.0
0.657 11.85 0.0
0.657 12.15 0.0
0.657 12.45 0.0
0.657 12.75 0.0
0.657 13.049999999999999 0.0
0.657 13.35 0.0
0.657 13.65 0.0
0.657 13.95 0.0
0.657 14.25 0.0
0.657 14.549999999999999 0.0
0.657 14.85 0.0

0.695 0.15 0.0
0.695 0.44999999999999996 0.0
0.695 0.75 3.0
0.695 1.05 1.0
0.695 1.3499999999999999 1.0
0.695 1.65 2.0
0.695 1.95 3.0
0.695 2.25 8.0
0.695 2.55 5.0
0.695 2.85 17.0
0.695 3.15 20.0
0.695 3.4499999999999997 38.0
0.695 3.75 9.0
0.695 4.05 8.0
0.695 4.35 9.0
0.695 4.6499999999999995 15.0
0.695 4.95 10.0
0.695 5.25 9.0
0.695 5.55 3.0
0.695 5.85 0.0
0.695 6.1499999999999995 1.0
0.695 6.45 0.0
0.695 6.75 2.0
0.695 7.05 1.0
0.695 7.35 1.0
0.695 7.6499999999999995 0.0
0.695 7.949999999999999 0.0
0.695 8.25 2.0
0.695 8.549999999999999 0.0
0.695 8.85 0.0
0.695 9.15 0.0
0.695 9.45 0.0
0.695 9.75 0.0
0.695 10.049999999999999 0.0
0.695 10.35 0.0
0.695 10.65 0.0
0.695 10.95 0.0
0.695 11.25 0.0
0.695 11.549999999999999 0.0
0.695 11.85 0.0
0.695 12.15 0.0
0.695 12.45 0.0
0.695 12.75 0.0
0.695 13.049999999999999 0.0
0.695 13.35 0.0
0.695 13.65 0.0
0.695 13.95 0.0
0.695 14.25 0.0
0.695 14.549999999999999 0.0
0.695 14.85 0.0

0.733 0.15 0.0
0.733 0.44999999999999996 0.0
0.733 0.75 0.0
0.733 1.05 0.0
0.733 1.3499999999999999 1.0
0.733 1.65 1.0
0.733 1.95 0.0
0.733 2.25 2.0
0.733 2.55 6.0
0.733 2.85 2.0
0.733 3.15 13.0
0.733 3.4499999999999997 10.0
0.733 3.75 1.0
0.733 4.05 6.0
0.733 4.35 9.0
0.733 4.6499999999999995 6.0
0.733 4.95 4.0
0.733 5.25 5.0
0.733 5.55 4.0
0.733 5.85 6.0
0.733 6.1499999999999995 0.0
0.733 6.45 8.0
0.733 6.75 4.0
0.733 7.05 7.0
0.733 7.35 5.0
0.733 7.6499999999999995 4.0
0.733 7.949999999999999 13.0
0.733 8.25 16.0
0.733 8.549999999999999 7.0
0.733 8.85 21.0
0.733 9.15 51.0
0.733 9.45 0.0
0.733 9.75 0.0
0.733 10.049999999999999 0.0
0.733 10.35 0.0
0.733 10.65 0.0
0.733 10.95 0.0
0.733 11.25 0.0
0.733 11.549999999999999 0.0
0.733 11.85 0.0
0.733 12.15 0.0
0.733 12.45 0.0
0.733 12.75 0.0
0.733 13.049999999999999 0.0
0.733 13.35 0.0
0.733 13.65 0.0
0.733 13.95 0.0
0.733 14.25 0.0
0.733 14.549999999999999 0.0
0.733 14.85 0.0

0.7709999999999999 0.15 0.0
0.7709999999999999 0.44999999999999996 0.0
0.7709999999999999 0.75 0.0
0.7709999999999999 1.05 0.0
0.7709999999999999 1.3499999999999999 0.0
0.7709999999999999 1.65 1.0
0.7709999999999999 1.95 0.0
0.7709999999999999 2.25 0.0
0.7709999999999999 2.55 1.0
0.7709999999999999 2.85 2.0
0.7709999999999999 3.15 3.0
0.7709999999999999 3.4499999999999997 2.0
0.7709999999999999 3.75 2.0
0.7709999999999999 4.05 6.0
0.7709999999999999 4.35 4.0
0.7709999999999999 4.6499999999999995 8.0
0.7709999999999999 4.95 3.0
0.7709999999999999 5.25 5.0
